order,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
9165,9.49E-30,0.321888705,0.891,0.698,1.33E-25,F4/80- Macs,Tmem256
9166,1.70E-29,0.27521523,0.975,0.827,2.38E-25,F4/80- Macs,Mrpl33
9167,2.04E-29,0.318176703,0.908,0.672,2.85E-25,F4/80- Macs,Gnb1
9168,2.63E-29,0.296518621,0.682,0.413,3.68E-25,F4/80- Macs,Comt
9169,2.89E-29,0.271472135,0.653,0.365,4.04E-25,F4/80- Macs,Ptpre
9170,3.84E-29,0.343523603,0.868,0.648,5.37E-25,F4/80- Macs,Ywhaz
9171,7.69E-29,0.31155158,0.96,0.841,1.08E-24,F4/80- Macs,Anp32b
9172,9.33E-29,-1.970824196,0.238,0.453,1.30E-24,F4/80- Macs,Nkg7
9173,1.18E-28,0.302384169,0.866,0.639,1.64E-24,F4/80- Macs,Ndufa12
9174,1.30E-28,0.25762276,0.993,0.933,1.82E-24,F4/80- Macs,Sec61g
9175,1.35E-28,0.273590017,0.759,0.468,1.88E-24,F4/80- Macs,Taok3
9176,1.90E-28,0.28005631,0.831,0.542,2.66E-24,F4/80- Macs,Sdf2l1
9177,2.76E-28,0.295943427,0.834,0.593,3.86E-24,F4/80- Macs,Etfb
9178,2.99E-28,-0.524112976,0.467,0.63,4.18E-24,F4/80- Macs,Il2rg
9179,3.63E-28,-0.740326235,0.047,0.295,5.07E-24,F4/80- Macs,Il2rb
9180,3.98E-28,0.266544875,0.973,0.869,5.56E-24,F4/80- Macs,Ran
9181,4.13E-28,0.269193626,0.985,0.89,5.78E-24,F4/80- Macs,Uqcrb
9182,5.38E-28,0.289481395,0.958,0.815,7.52E-24,F4/80- Macs,H2afy
9183,6.30E-28,0.294280601,0.864,0.601,8.81E-24,F4/80- Macs,Fkbp2
9184,6.89E-28,-0.617049758,0.03,0.272,9.64E-24,F4/80- Macs,Cxcr3
9185,7.48E-28,0.283087936,0.958,0.847,1.05E-23,F4/80- Macs,Atp5o
9186,7.66E-28,-1.004054756,0.079,0.323,1.07E-23,F4/80- Macs,Thy1
9187,8.16E-28,-0.44400917,0.722,0.773,1.14E-23,F4/80- Macs,Cd48
9188,1.49E-27,0.269121451,0.593,0.315,2.09E-23,F4/80- Macs,Aplp2
9189,1.51E-27,0.317678013,0.973,0.811,2.11E-23,F4/80- Macs,Scand1
9190,1.56E-27,0.309336164,0.789,0.516,2.18E-23,F4/80- Macs,Neat1
9191,1.70E-27,0.268911957,0.846,0.559,2.38E-23,F4/80- Macs,Nhp2
9192,1.72E-27,-0.346294135,0.764,0.83,2.40E-23,F4/80- Macs,Psenen
9193,2.91E-27,0.289472856,0.409,0.189,4.07E-23,F4/80- Macs,Cks1b
9194,4.77E-27,0.270267675,0.866,0.631,6.67E-23,F4/80- Macs,Ndufab1
9195,5.17E-27,0.272811684,0.926,0.755,7.22E-23,F4/80- Macs,Fkbp1a
9196,6.11E-27,0.622367708,0.792,0.536,8.55E-23,F4/80- Macs,Gm42418
9197,7.47E-27,-0.333611194,0.931,0.948,1.05E-22,F4/80- Macs,Eif3h
9198,7.96E-27,0.271924007,0.762,0.492,1.11E-22,F4/80- Macs,Srsf9
9199,1.63E-26,0.260085627,0.871,0.622,2.29E-22,F4/80- Macs,Glud1
9200,1.81E-26,-0.589327423,0.04,0.277,2.53E-22,F4/80- Macs,Cd27
9201,1.91E-26,0.275218099,0.911,0.683,2.67E-22,F4/80- Macs,Calm3
9202,2.36E-26,0.279903331,0.886,0.656,3.30E-22,F4/80- Macs,Mrpl23
9203,2.50E-26,0.257744107,0.72,0.45,3.50E-22,F4/80- Macs,Mob1a
9204,3.33E-26,-0.608618897,0.047,0.281,4.65E-22,F4/80- Macs,Cst7
9205,3.47E-26,-0.545617835,0.05,0.285,4.85E-22,F4/80- Macs,Ets1
9206,3.56E-26,0.257587217,0.707,0.441,4.98E-22,F4/80- Macs,Pgd
9207,1.09E-25,0.271265819,0.859,0.647,1.53E-21,F4/80- Macs,Tomm5
9208,1.16E-25,0.290530426,0.923,0.74,1.63E-21,F4/80- Macs,Timm13
9209,1.53E-25,-1.257841104,0.737,0.783,2.14E-21,F4/80- Macs,AW112010
9210,1.60E-25,0.254670146,0.541,0.293,2.23E-21,F4/80- Macs,Dck
9211,1.83E-25,0.267520483,0.938,0.722,2.56E-21,F4/80- Macs,Mcl1
9212,2.99E-25,-0.571096104,0.372,0.553,4.18E-21,F4/80- Macs,Itgb7
9213,3.92E-25,-0.558886983,0.548,0.665,5.49E-21,F4/80- Macs,Prdx6
9214,4.41E-25,0.251583242,0.935,0.789,6.16E-21,F4/80- Macs,Ndufb5
9215,5.03E-25,0.271434587,0.789,0.539,7.03E-21,F4/80- Macs,Ndufa5
9216,5.37E-25,-0.403078862,0.605,0.701,7.52E-21,F4/80- Macs,Gabarapl2
9217,6.97E-25,-1.303786976,0.069,0.296,9.74E-21,F4/80- Macs,Cd3g
9218,8.96E-25,0.293358057,0.933,0.767,1.25E-20,F4/80- Macs,Usmg5
9219,9.97E-25,-0.484360057,0.675,0.376,1.39E-20,F4/80- Macs,Fabp5
9220,1.22E-24,-1.0014296,0.047,0.269,1.71E-20,F4/80- Macs,Cd7
9221,1.34E-24,0.269713696,0.859,0.601,1.87E-20,F4/80- Macs,Romo1
9222,1.72E-24,-0.401798979,0.926,0.925,2.41E-20,F4/80- Macs,Cd53
9223,1.73E-24,0.290238573,0.945,0.789,2.41E-20,F4/80- Macs,Bax
9224,3.81E-24,-0.409804748,0.355,0.545,5.32E-20,F4/80- Macs,Il10rb
9225,4.84E-24,-0.316608882,0.945,0.931,6.77E-20,F4/80- Macs,Tmbim6
9226,7.80E-24,-0.32656921,0.975,0.962,1.09E-19,F4/80- Macs,Ddx5
9227,9.62E-24,0.260566417,0.958,0.809,1.35E-19,F4/80- Macs,Ndufb9
9228,1.06E-23,-0.624970003,0.203,0.416,1.49E-19,F4/80- Macs,H2-Q6
9229,1.15E-23,-1.151044823,0.099,0.318,1.61E-19,F4/80- Macs,Ctla2a
9230,1.74E-23,-0.367387524,0.841,0.863,2.43E-19,F4/80- Macs,Srsf5
9231,2.26E-23,0.259423391,0.809,0.544,3.16E-19,F4/80- Macs,Ssr3
9232,2.49E-23,0.262224449,0.67,0.416,3.48E-19,F4/80- Macs,Magohb
9233,4.60E-23,-0.531297999,0.457,0.585,6.44E-19,F4/80- Macs,B4galnt1
9234,5.36E-23,-0.419831867,0.749,0.793,7.50E-19,F4/80- Macs,Vasp
9235,5.41E-23,0.264516411,0.883,0.675,7.56E-19,F4/80- Macs,Txn2
9236,6.39E-23,0.295328653,0.779,0.479,8.94E-19,F4/80- Macs,Cdkn1a
9237,6.57E-23,-0.257880822,0.973,0.972,9.19E-19,F4/80- Macs,Clic1
9238,9.58E-23,-0.835496509,0.032,0.239,1.34E-18,F4/80- Macs,Serpinb6b
9239,1.25E-22,0.299918593,0.31,0.141,1.75E-18,F4/80- Macs,Axl
9240,1.49E-22,-0.552366749,0.037,0.243,2.08E-18,F4/80- Macs,Sh2d1a
9241,1.75E-22,0.268939793,0.896,0.682,2.44E-18,F4/80- Macs,Set
9242,1.96E-22,-0.422405151,0.03,0.236,2.74E-18,F4/80- Macs,S1pr4
9243,2.61E-22,-0.57882318,0.04,0.245,3.66E-18,F4/80- Macs,Sh2d2a
9244,3.12E-22,-0.504814649,0.06,0.271,4.36E-18,F4/80- Macs,Gimap9
9245,3.40E-22,0.269487126,0.824,0.587,4.76E-18,F4/80- Macs,Metap2
9246,3.97E-22,0.267509777,0.995,0.747,5.55E-18,F4/80- Macs,S100a4
9247,1.50E-21,-0.415313366,0.052,0.261,2.10E-17,F4/80- Macs,Pou2f2
9248,2.82E-21,-0.335855073,0.928,0.909,3.94E-17,F4/80- Macs,Cd47
9249,3.29E-21,0.251442664,0.993,0.939,4.60E-17,F4/80- Macs,S100a11
9250,3.39E-21,-0.344108967,0.764,0.795,4.74E-17,F4/80- Macs,Gpsm3
9251,3.67E-21,-0.487682441,0.052,0.254,5.13E-17,F4/80- Macs,Dusp2
9252,3.78E-21,0.257168324,0.836,0.618,5.29E-17,F4/80- Macs,Fbl
9253,5.45E-21,-0.492339742,0.216,0.409,7.62E-17,F4/80- Macs,Rinl
9254,5.63E-21,-0.40322267,0.02,0.21,7.87E-17,F4/80- Macs,Stat4
9255,6.40E-21,-0.444991056,0.032,0.226,8.95E-17,F4/80- Macs,Cd247
9256,6.82E-21,-0.64098317,0.06,0.258,9.53E-17,F4/80- Macs,Lat
9257,1.39E-20,-0.697013729,0.563,0.678,1.95E-16,F4/80- Macs,Nfkbia
9258,1.45E-20,-0.698974314,0.042,0.234,2.02E-16,F4/80- Macs,Cd3e
9259,1.72E-20,-0.382559687,0.017,0.205,2.40E-16,F4/80- Macs,Zap70
9260,1.79E-20,1.120327635,0.141,0.043,2.51E-16,F4/80- Macs,Ccl17
9261,1.93E-20,-0.434975822,0.025,0.213,2.70E-16,F4/80- Macs,Hsd11b1
9262,2.71E-20,0.251534004,0.836,0.606,3.79E-16,F4/80- Macs,Atg3
9263,3.65E-20,-0.361742359,0.725,0.772,5.10E-16,F4/80- Macs,Use1
9264,3.96E-20,-1.222578669,0.114,0.306,5.54E-16,F4/80- Macs,Cd3d
9265,4.12E-20,-0.424033635,1,1,5.76E-16,F4/80- Macs,Rpl13a
9266,7.27E-20,-0.414947883,0.717,0.736,1.02E-15,F4/80- Macs,Cmtm7
9267,7.31E-20,-0.387402279,0.906,0.899,1.02E-15,F4/80- Macs,Cox7a2l
9268,8.87E-20,-0.30773252,0.995,0.997,1.24E-15,F4/80- Macs,Rpl3
9269,9.77E-20,-0.412028435,0.047,0.238,1.37E-15,F4/80- Macs,Gramd3
9270,1.28E-19,-0.394442512,0.181,0.379,1.79E-15,F4/80- Macs,Slamf7
9271,1.43E-19,-0.580959108,0.055,0.243,2.00E-15,F4/80- Macs,Txk
9272,1.62E-19,-0.885753626,0.206,0.38,2.27E-15,F4/80- Macs,Cd2
9273,3.29E-19,-0.350708135,0.752,0.778,4.59E-15,F4/80- Macs,Anp32a
9274,3.42E-19,-0.385290941,0.278,0.462,4.79E-15,F4/80- Macs,Grina
9275,4.86E-19,-0.434918343,0.4,0.55,6.79E-15,F4/80- Macs,Ubald2
9276,7.19E-19,-0.421688968,0.347,0.515,1.01E-14,F4/80- Macs,H2-Q4
9277,9.92E-19,-0.327351759,0.772,0.819,1.39E-14,F4/80- Macs,Arl6ip1
9278,1.36E-18,-0.336667225,0.042,0.224,1.90E-14,F4/80- Macs,Spint2
9279,1.45E-18,0.253948428,0.615,0.381,2.02E-14,F4/80- Macs,Nucks1
9280,2.47E-18,-0.38692831,0.045,0.227,3.45E-14,F4/80- Macs,Ablim1
9281,2.58E-18,-0.348955663,0.045,0.226,3.60E-14,F4/80- Macs,Gpr183
9282,4.38E-18,-0.293770744,0.792,0.817,6.12E-14,F4/80- Macs,Map1lc3b
9283,5.26E-18,-0.654532711,0.166,0.345,7.35E-14,F4/80- Macs,Tnfrsf18
9284,5.32E-18,-0.38008242,0.73,0.775,7.44E-14,F4/80- Macs,Rabac1
9285,6.42E-18,0.258312401,0.913,0.775,8.98E-14,F4/80- Macs,Tubb5
9286,7.93E-18,-0.428905247,0.764,0.8,1.11E-13,F4/80- Macs,Rps27rt
9287,1.24E-17,-0.368180668,0.732,0.75,1.73E-13,F4/80- Macs,Supt4a
9288,1.89E-17,-0.633439719,0.243,0.405,2.64E-13,F4/80- Macs,Traf1
9289,3.08E-17,-0.614453893,0.03,0.195,4.31E-13,F4/80- Macs,Tnfrsf9
9290,3.39E-17,-0.309426083,0.042,0.211,4.74E-13,F4/80- Macs,Abi3
9291,4.11E-17,-0.348467926,0.097,0.276,5.75E-13,F4/80- Macs,Il16
9292,4.24E-17,-0.307072632,0.866,0.871,5.93E-13,F4/80- Macs,Eif3e
9293,4.84E-17,-0.353496049,0.603,0.649,6.77E-13,F4/80- Macs,Ppp1cc
9294,6.40E-17,-0.258793812,0.042,0.212,8.95E-13,F4/80- Macs,Cyfip2
9295,1.16E-16,-0.474160341,0.171,0.344,1.62E-12,F4/80- Macs,Gpr171
9296,1.40E-16,-0.379939089,0.03,0.191,1.96E-12,F4/80- Macs,Il18r1
9297,1.43E-16,0.268455488,0.844,0.664,2.00E-12,F4/80- Macs,Atp1b3
9298,1.58E-16,-0.515012723,0.012,0.165,2.21E-12,F4/80- Macs,Klrc1
9299,2.92E-16,-0.56539676,0.33,0.475,4.08E-12,F4/80- Macs,Smpdl3a
9300,3.73E-16,-0.370756042,0.675,0.704,5.21E-12,F4/80- Macs,Sdf4
9301,3.80E-16,-0.430912608,0.124,0.29,5.31E-12,F4/80- Macs,Arl5c
9302,5.72E-16,-0.360640335,0.017,0.168,8.00E-12,F4/80- Macs,Cd28
9303,6.56E-16,-0.360755569,0.278,0.439,9.17E-12,F4/80- Macs,Tapbpl
9304,7.02E-16,-0.301384567,0.025,0.178,9.82E-12,F4/80- Macs,Sla2
9305,7.02E-16,-0.492773785,0.087,0.25,9.82E-12,F4/80- Macs,Gsr
9306,1.07E-15,-0.327067822,0.854,0.852,1.50E-11,F4/80- Macs,Gmfg
9307,1.17E-15,-0.369705354,0.792,0.796,1.64E-11,F4/80- Macs,Prr13
9308,1.38E-15,-0.807236555,0.052,0.208,1.93E-11,F4/80- Macs,Hp
9309,1.43E-15,-0.350903992,0.846,0.83,2.01E-11,F4/80- Macs,Uba52
9310,1.61E-15,-0.555923586,0.191,0.348,2.25E-11,F4/80- Macs,Vps37b
9311,1.61E-15,-0.261178591,0.107,0.28,2.26E-11,F4/80- Macs,Sema4d
9312,2.04E-15,-0.25593666,0.97,0.949,2.85E-11,F4/80- Macs,Psme1
9313,2.44E-15,-0.39443748,0.499,0.594,3.41E-11,F4/80- Macs,Pla2g16
9314,2.55E-15,-0.507910913,0.62,0.699,3.57E-11,F4/80- Macs,Ifi47
9315,2.78E-15,-0.327387743,0.005,0.143,3.89E-11,F4/80- Macs,Samd3
9316,3.26E-15,-0.263127475,0.03,0.178,4.55E-11,F4/80- Macs,Rhof
9317,3.54E-15,-0.402931159,0.067,0.225,4.95E-11,F4/80- Macs,Fam189b
9318,3.94E-15,-0.38359652,0.911,0.851,5.51E-11,F4/80- Macs,Slfn2
9319,4.30E-15,-0.294057183,0.055,0.208,6.02E-11,F4/80- Macs,Acap1
9320,4.74E-15,-0.596344737,0.236,0.395,6.63E-11,F4/80- Macs,Gngt2
9321,7.36E-15,-0.369743892,0.434,0.546,1.03E-10,F4/80- Macs,Fam105a
9322,8.48E-15,-0.537521749,0.087,0.242,1.19E-10,F4/80- Macs,Serpinb9
9323,8.75E-15,-0.395537075,0.571,0.624,1.22E-10,F4/80- Macs,Anxa6
9324,8.79E-15,-0.28063664,0.042,0.193,1.23E-10,F4/80- Macs,Gpr18
9325,9.10E-15,-0.356188837,0.541,0.615,1.27E-10,F4/80- Macs,Leprotl1
9326,1.27E-14,-0.62928145,0.213,0.379,1.77E-10,F4/80- Macs,Serpina3g
9327,1.28E-14,0.263925589,0.218,0.1,1.79E-10,F4/80- Macs,Top2a
9328,1.29E-14,-0.361691052,0.077,0.231,1.80E-10,F4/80- Macs,Grap
9329,1.55E-14,-0.294867009,0.005,0.137,2.17E-10,F4/80- Macs,Gem
9330,1.66E-14,-0.45262567,0.524,0.599,2.32E-10,F4/80- Macs,Serinc3
9331,1.82E-14,-1.403093897,0.092,0.244,2.55E-10,F4/80- Macs,Gzmb
9332,2.49E-14,-1.112590958,0.037,0.181,3.48E-10,F4/80- Macs,Xcl1
9333,2.58E-14,-0.263310941,0.084,0.239,3.60E-10,F4/80- Macs,Ly9
9334,2.71E-14,-0.385493595,0.285,0.431,3.79E-10,F4/80- Macs,Trim12a
9335,3.17E-14,-0.270566923,0.782,0.782,4.43E-10,F4/80- Macs,Sf3b1
9336,3.44E-14,-0.327279202,0.027,0.168,4.82E-10,F4/80- Macs,Ctla2b
9337,3.95E-14,-0.341219666,0.268,0.409,5.52E-10,F4/80- Macs,Ppp1r12a
9338,3.98E-14,-1.018566843,0.042,0.186,5.57E-10,F4/80- Macs,Chil3
9339,4.24E-14,-0.775558398,0.079,0.226,5.92E-10,F4/80- Macs,Klre1
9340,4.74E-14,-0.28420429,0.164,0.323,6.63E-10,F4/80- Macs,Gpr65
9341,6.02E-14,-0.250745562,0.998,0.998,8.42E-10,F4/80- Macs,H3f3b
9342,7.44E-14,-0.646305286,0.025,0.16,1.04E-09,F4/80- Macs,Klrb1c
9343,8.03E-14,-0.339129077,0.174,0.325,1.12E-09,F4/80- Macs,Itgal
9344,9.48E-14,-0.308592008,0.551,0.632,1.33E-09,F4/80- Macs,Rab8a
9345,1.14E-13,-0.401537692,0.045,0.187,1.60E-09,F4/80- Macs,Satb1
9346,1.32E-13,-0.655944828,0.022,0.154,1.84E-09,F4/80- Macs,Cxcr6
9347,1.34E-13,-0.696616377,0.352,0.471,1.87E-09,F4/80- Macs,Sepp1
9348,1.39E-13,-0.394402072,0.35,0.477,1.94E-09,F4/80- Macs,Stk17b
9349,1.51E-13,0.313058326,0.318,0.174,2.12E-09,F4/80- Macs,Stmn1
9350,2.01E-13,-0.279368358,0.022,0.154,2.81E-09,F4/80- Macs,Gm19585
9351,2.09E-13,-0.601273438,0.184,0.325,2.92E-09,F4/80- Macs,Ifi205
9352,2.78E-13,-0.570590047,0.01,0.134,3.88E-09,F4/80- Macs,Ncr1
9353,2.92E-13,-0.348746113,0.186,0.331,4.09E-09,F4/80- Macs,Fam107b
9354,3.02E-13,-0.259153,0.084,0.23,4.22E-09,F4/80- Macs,2310001H17Rik
9355,3.12E-13,-0.250957638,0.854,0.847,4.36E-09,F4/80- Macs,Myl12b
9356,3.33E-13,0.282577676,0.357,0.204,4.66E-09,F4/80- Macs,AA467197
9357,3.45E-13,-0.303420466,0.811,0.825,4.83E-09,F4/80- Macs,Gm8730
9358,4.21E-13,-0.426871106,0.062,0.202,5.89E-09,F4/80- Macs,Gm8369
9359,5.79E-13,1.027070841,0.27,0.146,8.09E-09,F4/80- Macs,Lyz1
9360,7.71E-13,-0.267092856,0.347,0.473,1.08E-08,F4/80- Macs,Sirt2
9361,7.81E-13,-0.391761213,0.015,0.137,1.09E-08,F4/80- Macs,Atp1b1
9362,8.17E-13,-0.43336419,0.146,0.293,1.14E-08,F4/80- Macs,Lair1
9363,1.08E-12,-0.432003537,0.789,0.769,1.50E-08,F4/80- Macs,Cnn2
9364,1.43E-12,-0.510296163,0.117,0.259,2.00E-08,F4/80- Macs,Gm9733
9365,1.91E-12,-0.328113869,0.387,0.496,2.66E-08,F4/80- Macs,Tpst2
9366,2.00E-12,-0.540756131,0.03,0.156,2.80E-08,F4/80- Macs,Ikzf2
9367,2.06E-12,-0.418252449,0.01,0.126,2.89E-08,F4/80- Macs,Car2
9368,2.28E-12,-0.337601338,0.318,0.447,3.19E-08,F4/80- Macs,Peli1
9369,2.63E-12,-0.250469612,0.005,0.118,3.68E-08,F4/80- Macs,Klrc2
9370,2.69E-12,0.291123697,0.208,0.1,3.76E-08,F4/80- Macs,2810417H13Rik
9371,3.00E-12,-0.39114629,0.526,0.594,4.19E-08,F4/80- Macs,Hmha1
9372,5.79E-12,-1.831907007,0.382,0.452,8.10E-08,F4/80- Macs,Apoe
9373,7.21E-12,-0.272398627,0.596,0.649,1.01E-07,F4/80- Macs,Pdcd10
9374,7.57E-12,-0.274115305,0.859,0.831,1.06E-07,F4/80- Macs,Rsrp1
9375,8.25E-12,-0.633933763,0.045,0.169,1.15E-07,F4/80- Macs,Cd8a
9376,9.70E-12,-0.278452212,0.772,0.778,1.36E-07,F4/80- Macs,Arl6ip5
9377,1.03E-11,-0.275055161,0.087,0.218,1.44E-07,F4/80- Macs,Rabgap1l
9378,1.26E-11,-0.301540019,0.067,0.196,1.76E-07,F4/80- Macs,Phgdh
9379,1.37E-11,-0.384806586,0.419,0.509,1.92E-07,F4/80- Macs,Ppt1
9380,1.49E-11,-0.36713642,0.68,0.443,2.08E-07,F4/80- Macs,Ccl2
9381,1.70E-11,-0.484844561,0.144,0.281,2.38E-07,F4/80- Macs,Gadd45b
9382,1.82E-11,-0.304353089,0.546,0.608,2.55E-07,F4/80- Macs,Paip2
9383,2.14E-11,-0.267924261,0.71,0.727,2.99E-07,F4/80- Macs,Tonsl
9384,2.50E-11,-1.153221316,0.169,0.3,3.49E-07,F4/80- Macs,Ccl4
9385,3.07E-11,-0.375945475,0.04,0.157,4.29E-07,F4/80- Macs,Tcf7
9386,3.96E-11,-0.318331727,0.132,0.261,5.54E-07,F4/80- Macs,Vgll4
9387,5.26E-11,-0.279903432,0.787,0.765,7.36E-07,F4/80- Macs,H2-T23
9388,5.31E-11,-0.322314904,0.72,0.728,7.42E-07,F4/80- Macs,Slc3a2
9389,5.49E-11,-0.297862953,0.02,0.128,7.68E-07,F4/80- Macs,Cd160
9390,5.66E-11,-0.91597878,0.067,0.187,7.91E-07,F4/80- Macs,Cd8b1
9391,6.37E-11,-0.341038,0.524,0.582,8.90E-07,F4/80- Macs,Eif4a2
9392,7.95E-11,-0.778905918,0.263,0.373,1.11E-06,F4/80- Macs,Marcksl1
9393,8.05E-11,-0.315526341,0.491,0.555,1.13E-06,F4/80- Macs,Tprgl
9394,1.02E-10,-0.281147646,0.715,0.726,1.43E-06,F4/80- Macs,H2-T22
9395,1.50E-10,-0.330246512,0.221,0.341,2.10E-06,F4/80- Macs,Gpr132
9396,1.54E-10,-0.720684929,0.496,0.527,2.16E-06,F4/80- Macs,Lst1
9397,1.59E-10,-0.278350739,0.583,0.623,2.23E-06,F4/80- Macs,Syf2
9398,1.63E-10,-0.275360905,0.64,0.663,2.27E-06,F4/80- Macs,Mdh1
9399,1.72E-10,-0.316076147,0.797,0.794,2.40E-06,F4/80- Macs,Ier5
9400,1.81E-10,-0.260226877,0.122,0.245,2.53E-06,F4/80- Macs,Rnf167
9401,1.82E-10,-0.414339757,0.01,0.108,2.54E-06,F4/80- Macs,Slpi
9402,2.43E-10,-0.382088291,0.236,0.349,3.39E-06,F4/80- Macs,Ifi27
9403,2.70E-10,-0.27091691,0.211,0.336,3.78E-06,F4/80- Macs,Gtpbp2
9404,2.91E-10,-0.359568726,0.402,0.482,4.07E-06,F4/80- Macs,Cnp
9405,2.96E-10,-0.299534845,0.491,0.565,4.14E-06,F4/80- Macs,Ncor1
9406,3.11E-10,-0.504864547,0.094,0.211,4.36E-06,F4/80- Macs,Mgst1
9407,3.70E-10,-0.267934247,0.045,0.157,5.18E-06,F4/80- Macs,Klk8
9408,4.19E-10,-0.251353155,0.645,0.683,5.86E-06,F4/80- Macs,Ube2b
9409,4.29E-10,-0.270031208,0.447,0.524,6.00E-06,F4/80- Macs,Adipor1
9410,5.04E-10,-0.339592022,0.337,0.434,7.05E-06,F4/80- Macs,Glipr1
9411,5.28E-10,-0.457708244,0.551,0.578,7.38E-06,F4/80- Macs,Cytip
9412,6.80E-10,-0.320615974,0.102,0.224,9.51E-06,F4/80- Macs,Cd69
9413,6.93E-10,-0.271985929,0.06,0.172,9.69E-06,F4/80- Macs,Mxd1
9414,7.01E-10,-0.275669586,0.275,0.389,9.81E-06,F4/80- Macs,Ubac2
9415,9.25E-10,-0.308824853,0.273,0.388,1.29E-05,F4/80- Macs,Cirbp
9416,9.90E-10,-0.361848902,0.017,0.113,1.38E-05,F4/80- Macs,Pdcd1
9417,1.15E-09,-0.536132886,0.546,0.601,1.60E-05,F4/80- Macs,Irf7
9418,1.20E-09,-0.375424279,0.201,0.314,1.68E-05,F4/80- Macs,Relb
9419,2.15E-09,-0.336817929,0.308,0.421,3.01E-05,F4/80- Macs,Zfp36l1
9420,2.18E-09,-0.593485181,0.181,0.289,3.05E-05,F4/80- Macs,Bcl2
9421,2.38E-09,-0.288747134,0.385,0.463,3.33E-05,F4/80- Macs,Nfkbib
9422,2.67E-09,-0.272949197,0.573,0.592,3.73E-05,F4/80- Macs,Ppp1r11
9423,2.95E-09,-0.76490239,0.027,0.123,4.13E-05,F4/80- Macs,Ccr7
9424,4.21E-09,-0.672673827,0.677,0.663,5.88E-05,F4/80- Macs,Ms4a4c
9425,5.19E-09,-0.269229662,0.352,0.449,7.25E-05,F4/80- Macs,Lpxn
9426,6.89E-09,-0.3228021,0.218,0.328,9.64E-05,F4/80- Macs,Il17ra
9427,6.90E-09,-0.743544961,0.129,0.244,9.65E-05,F4/80- Macs,Il1b
9428,7.64E-09,-0.349359309,0.015,0.101,0.000106811,F4/80- Macs,Ms4a7
9429,8.43E-09,-0.264313338,0.134,0.245,0.000117891,F4/80- Macs,Cd244
9430,8.51E-09,-0.280785139,0.094,0.2,0.000119023,F4/80- Macs,Dusp5
9431,8.61E-09,-0.343139965,0.33,0.421,0.00012044,F4/80- Macs,Tsc22d3
9432,1.10E-08,-0.335134398,0.298,0.386,0.000153583,F4/80- Macs,6-Sep
9433,1.11E-08,-0.414752308,0.335,0.407,0.000154817,F4/80- Macs,Aldh2
9434,1.32E-08,-0.489792044,0.149,0.254,0.000184125,F4/80- Macs,C5ar1
9435,1.32E-08,-0.260278147,0.089,0.194,0.000184854,F4/80- Macs,Tecpr1
9436,1.44E-08,-0.402648966,0.055,0.152,0.000201199,F4/80- Macs,Lag3
9437,2.14E-08,-0.41559954,0.238,0.333,0.000299327,F4/80- Macs,Msr1
9438,2.20E-08,-0.620562706,0.03,0.118,0.000308284,F4/80- Macs,Klra7
9439,2.43E-08,-0.322877774,0.424,0.482,0.000339666,F4/80- Macs,Arhgef1
9440,2.62E-08,-0.387343483,0.03,0.119,0.000366291,F4/80- Macs,Ifng
9441,5.94E-08,-0.43181648,0.025,0.108,0.000830418,F4/80- Macs,Tnfrsf4
9442,6.09E-08,-0.261062886,0.022,0.103,0.000851899,F4/80- Macs,Klrb1f
9443,6.70E-08,-0.379661849,0.402,0.45,0.000936576,F4/80- Macs,Hck
9444,8.18E-08,-0.256661939,0.898,0.869,0.001143972,F4/80- Macs,Gpx4
9445,8.21E-08,-0.278070216,0.608,0.667,0.001148813,F4/80- Macs,Hmgb2
9446,1.05E-07,-0.278164101,0.132,0.235,0.001472227,F4/80- Macs,Pdcd4
9447,1.26E-07,-0.292919972,0.521,0.55,0.001767889,F4/80- Macs,Smim14
9448,1.44E-07,-0.307384423,0.223,0.319,0.002010405,F4/80- Macs,Ass1
9449,1.57E-07,-0.295230118,0.293,0.383,0.002197011,F4/80- Macs,Cdkn2d
9450,1.76E-07,-0.289693112,0.194,0.29,0.002459727,F4/80- Macs,Rnf138
9451,2.11E-07,-0.305290626,0.417,0.483,0.002952981,F4/80- Macs,Ogt
9452,2.21E-07,-0.848794977,0.132,0.23,0.003089456,F4/80- Macs,Ccl3
9453,2.70E-07,-0.270528031,0.404,0.473,0.003772868,F4/80- Macs,Rnaset2a
9454,2.79E-07,-0.332983956,0.278,0.359,0.003897884,F4/80- Macs,Gm26740
9455,3.40E-07,-0.293937784,0.402,0.455,0.004758423,F4/80- Macs,Bin2
9456,3.53E-07,-0.493475345,0.308,0.381,0.004939972,F4/80- Macs,Socs3
9457,3.53E-07,-0.356114457,0.675,0.665,0.004943564,F4/80- Macs,Ifi203
9458,4.02E-07,-0.269358902,0.931,0.929,0.005621601,F4/80- Macs,Rpl22l1
9459,4.84E-07,-0.432868841,0.082,0.173,0.006772709,F4/80- Macs,Ly6i
9460,5.12E-07,-0.32365589,0.901,0.88,0.007159232,F4/80- Macs,Junb
9461,5.26E-07,-0.276062595,0.516,0.537,0.007350625,F4/80- Macs,Ppdpf
9462,8.39E-07,-0.267139425,0.385,0.44,0.011735687,F4/80- Macs,Tbrg1
9463,9.53E-07,-0.326455442,0.633,0.631,0.013328459,F4/80- Macs,Evl
